순위,도서ID,도서명,저자,출판사,출간일,판매가(원),정가(원),할인율(%),평점,리뷰수,판매지수,상세페이지링크,내용
569,105776648,CDT 코딩창의개발능력 3급 엔트리,해람북스 기획팀 저,해람북스,2022년 01월,"14,400","16,000",10.0,8.0,5,"1,794",https://www.yes24.com/product/goods/105776648,
570,105775606,된다! 깨비의 DSLR & 미러리스 사진 수업,박기덕 저,이지스퍼블리싱,2022년 01월,"16,200","18,000",10.0,9.9,26,"2,166",https://www.yes24.com/product/goods/105775606,
571,105402509,당당한 디자인 결정을 위한 9가지 방법,"톰 그리버 저/김민성, 곽서희 역",한빛미디어,2021년 12월,"19,800","22,000",10.0,9.0,17,294,https://www.yes24.com/product/goods/105402509,
572,105040586,픽셀아트 배경 그리는 법,"APO+, MOTOCROSS SAITO, SETAMO 저/이석호 역",AK(에이케이 커뮤니케이션즈),2021년 11월,"25,200","28,000",10.0,9.3,9,684,https://www.yes24.com/product/goods/105040586,
573,105016912,따라하며 배우는! 퓨전 Fusion 360 입문,"김혜숙, 주형권, 김보영 저",한국ATC센터,2021년 11월,"24,300","27,000",10.0,,0,"1,260",https://www.yes24.com/product/goods/105016912,
574,104739807,인벤터 50시간 완성 (조립·도면편),신동진 저,피앤피북,2022년 01월,"18,000","20,000",10.0,10.0,9,"1,380",https://www.yes24.com/product/goods/104739807,
575,103401495,Do it! 인터랙티브 웹 페이지 만들기,최성일 저,이지스퍼블리싱,2021년 08월,"25,200","28,000",10.0,9.9,17,510,https://www.yes24.com/product/goods/103401495,
576,99481725,모두의 마이크로비트,"아이씨뱅큐, 에스엔소프트 저",길벗,2021년 04월,"19,800","22,000",10.0,,0,"1,308",https://www.yes24.com/product/goods/99481725,
577,96404321,아두이노 자율주행 RC카 만들고 직접 코딩하기 [완전 개정판],"서민우, 박준원 저",앤써북,2020년 12월,"18,000","20,000",10.0,9.0,2,486,https://www.yes24.com/product/goods/96404321,
578,95343845,밑바닥부터 시작하는 딥러닝 3,사이토 고키 저/개앞맵시 역,한빛미디어,2020년 11월,"34,200","38,000",10.0,9.7,31,"1,968",https://www.yes24.com/product/goods/95343845,
579,95162490,실무에 바로 쓰는 일잘러의 보고서 작성법,김마라 저,제이펍,2020년 11월,"16,200","18,000",10.0,9.6,118,"4,578",https://www.yes24.com/product/goods/95162490,
580,91887223,양자 컴퓨터 원리와 수학적 기초,크리스 베른하트 저/이정문 역,에이콘출판사,2020년 08월,"22,500","25,000",10.0,9.3,3,"1,104",https://www.yes24.com/product/goods/91887223,
581,91574113,딥러닝을 위한 선형대수학,길버트 스트랭 저/부산대학교 산업수학센터(FFMIMC) 역,한빛아카데미,2020년 08월,"34,200","38,000",10.0,7.4,5,"1,098",https://www.yes24.com/product/goods/91574113,
582,91219874,Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편,시바타 보요 저/강민 역,이지스퍼블리싱,2020년 07월,"19,800","22,000",10.0,9.2,36,"2,232",https://www.yes24.com/product/goods/91219874,
583,90613346,SQL 전문가 가이드,한국데이터산업진흥원 저,한국데이터산업진흥원,2021년 03월,"50,000","50,000",,8.5,15,"1,266",https://www.yes24.com/product/goods/90613346,
584,89941517,디지털 리터러시 교실,"박일준, 김묘은 저",북스토리,2020년 04월,"18,000","20,000",10.0,9.2,5,252,https://www.yes24.com/product/goods/89941517,
585,89849924,세럼 사운드 디자인 비법,"김경윤, 오석빈 저",위키북스,2020년 04월,"25,200","28,000",10.0,10.0,1,588,https://www.yes24.com/product/goods/89849924,
586,89605439,단단한 강화학습,"리처드 서튼, 앤드류 바르토 저/김성우 역",제이펍,2020년 03월,"31,500","35,000",10.0,9.9,19,"1,764",https://www.yes24.com/product/goods/89605439,
587,86006680,엑셀 기초,(주)지아이에듀테크 저,아이콕스(iCox),2020년 01월,"9,900","11,000",10.0,9.3,12,"1,986",https://www.yes24.com/product/goods/86006680,
588,85477574,한권으로 파이썬 데이터 사이언스 입문 AtoZ,"문성혁, 문용준 저",잇플ITPLE,2020년 01월,"26,100","29,000",10.0,9.0,12,132,https://www.yes24.com/product/goods/85477574,
589,84909414,임베디드 OS 개발 프로젝트,이만우 저,인사이트(insight),2019년 12월,"21,600","24,000",10.0,9.4,5,546,https://www.yes24.com/product/goods/84909414,
590,84645870,된다! 파워포인트 실무의 신,"김지훈, 김봉정, 박성용 저",이지스퍼블리싱,2019년 12월,"17,550","19,500",10.0,9.6,33,882,https://www.yes24.com/product/goods/84645870,
591,77126121,다시 미분 적분,나가노 히로유키 저/장진희 역,길벗,2019년 07월,"16,200","18,000",10.0,9.5,32,"1,344",https://www.yes24.com/product/goods/77126121,
592,74219491,오브젝트,조영호 저,위키북스,2019년 06월,"34,200","38,000",10.0,9.5,34,"1,668",https://www.yes24.com/product/goods/74219491,
593,73043556,서브스턴스 페인터 시작하기,이경민 저,비엘북스,2019년 05월,"31,500","35,000",10.0,10.0,2,144,https://www.yes24.com/product/goods/73043556,
594,61791203,"프로그래머, 수학으로 생각하라",유키 히로시 저/안동현 역,프리렉,2018년 07월,"18,000","20,000",10.0,9.6,14,870,https://www.yes24.com/product/goods/61791203,
595,61388749,전자공학 만능 레시피,사이먼 몽크 저/이하영 역,인사이트(insight),2018년 06월,"28,800","32,000",10.0,7.0,3,738,https://www.yes24.com/product/goods/61388749,
596,29229139,"알고리즘으로 배우는 인공지능, 머신러닝, 딥러닝 입문",김의중 저,위키북스,2016년 07월,"24,300","27,000",10.0,8.7,35,348,https://www.yes24.com/product/goods/29229139,
597,27767709,게임 프로그래밍 패턴,로버트 나이스트롬 저 / 박일 역,한빛미디어,2016년 06월,"31,500","35,000",10.0,9.3,21,"1,116",https://www.yes24.com/product/goods/27767709,
598,24767236,게임 프로그래머로 산다는 것,"김성완, 정재원, 이국현, 김상천, 김용준, 최영준 공저",로드북,2016년 03월,"14,400","16,000",10.0,8.0,3,252,https://www.yes24.com/product/goods/24767236,
599,24348676,C 언어 프로그래밍,"Brian W. Kernighan, Dennis M. Ritchie 공저 / 김석환, 박용규, 최홍순 공저",휴먼싸이언스,2016년 02월,"25,000","25,000",,8.0,2,762,https://www.yes24.com/product/goods/24348676,
600,23951885,컴퓨터 프로그램의 구조와 해석,"해럴드 애빌슨, 제럴드 제이 서스먼, 줄리 서스먼 공저 / 김재우, 안윤호, 김수정, 김정민 공역 / 이광근 감수",인사이트(insight),2016년 01월,"38,700","43,000",10.0,8.0,8,492,https://www.yes24.com/product/goods/23951885,
601,17525589,Effective C++ 이펙티브 C++,스콧 마이어스 저 / 곽용재 역,프로텍미디어,2015년 03월,"26,000","26,000",,9.1,16,"1,260",https://www.yes24.com/product/goods/17525589,
602,11775117,린 분석,"앨리스테어 크롤, 벤저민 요스코비츠 공저 / 위선주 역",한빛미디어,2014년 01월,"25,200","28,000",10.0,9.4,12,"1,590",https://www.yes24.com/product/goods/11775117,
603,9027376,패턴 랭귀지,"크리스토퍼 알렉산더, 사라 이시가와, 머레이 실버스타인 공저 / 이용근, 양시관, 이수빈 공역",인사이트(insight),2013년 07월,"36,000","40,000",10.0,9.3,3,"1,704",https://www.yes24.com/product/goods/9027376,
604,8450055,신나고 재미있는 타자연습장,웰북교재연구회 저,웰북,2013년 02월,"6,300","7,000",10.0,,0,216,https://www.yes24.com/product/goods/8450055,
605,6430831,좋아 보이는 것들의 비밀 Good Design 굿 디자인,최경원 저,길벗,2012년 03월,"19,800","22,000",10.0,9.5,26,882,https://www.yes24.com/product/goods/6430831,
606,4246457,개발자도 알아야할 소프트웨어 테스팅 실무,"권원일, 이현주, 최승희, 이승호, 박은영, 조현길 공저",STA(소프트웨어테스팅연구소),2010년 09월,"26,600","28,000",5.0,9.2,23,"1,002",https://www.yes24.com/product/goods/4246457,
607,3423280,데이타베이스 시스템,이석호 저,정익사,2014년 08월,"34,200","36,000",5.0,9.2,9,"1,104",https://www.yes24.com/product/goods/3423280,
608,189829859,AI 이해력,박민경 저,로드북,2026년 05월,"22,500","25,000",10.0,,0,522,https://www.yes24.com/product/goods/189829859,
609,192695534,AI와 화학제품 독성 예측,서명원 저,커뮤니케이션북스,2026년 07월,"12,000","12,000",,,0,120,https://www.yes24.com/product/goods/192695534,
610,192038123,AI 에이전트와 애플리케이션,로베르토 인판테 저/이병욱 역,에이콘출판사,2026년 06월,"36,000","40,000",10.0,,0,396,https://www.yes24.com/product/goods/192038123,
611,191818663,누구나 이해하는 클라우드 인프라 지식 사전,바바 도시아키 저/김완섭 역,한빛미디어,2026년 06월,"29,700","33,000",10.0,10.0,1,648,https://www.yes24.com/product/goods/191818663,
612,191697558,LUVIT♥ EPL과 유튜브 데이터로 배우는 DuckDB,이기준 저,제이펍,2026년 06월,"27,000","30,000",10.0,10.0,2,312,https://www.yes24.com/product/goods/191697558,
613,182256559,"하루 30분, 나는 제미나이로 돈을 번다",김민규 저,한빛미디어,2026년 03월,"17,100","19,000",10.0,9.3,33,"2,454",https://www.yes24.com/product/goods/182256559,
614,181123366,"로봇, 그리고 로봇을 사랑하는 사람들",이브 헤롤드 저/김창규 역,현암사,2026년 03월,"18,000","20,000",10.0,10.0,10,396,https://www.yes24.com/product/goods/181123366,
615,179606150,코딩으로 피어나는 스마트팜 with 인공지능,"표정완, 장원규 저",딩코랩,2026년 02월,"20,900","22,000",5.0,,0,234,https://www.yes24.com/product/goods/179606150,
616,178728857,멘토시리즈 진짜 포토샵+with AI,코리아교육그룹 연구소 저,코리아교육그룹,2026년 01월,"25,200","28,000",10.0,10.0,1,594,https://www.yes24.com/product/goods/178728857,
617,173202173,라즈베리파이로 만드는 인공지능과 사물인터넷,장문철 저,먼슬리북스,2026년 03월,"20,250","22,500",10.0,10.0,8,408,https://www.yes24.com/product/goods/173202173,
618,173200410,ChatGPT와 아두이노로 만드는 AI 음성비서,장문철 저,먼슬리북스,2026년 01월,"17,550","19,500",10.0,10.0,9,318,https://www.yes24.com/product/goods/173200410,
619,148562901,노션 템플릿 상점,Rei 저/노슈니 감수,길벗,2025년 07월,"19,800","22,000",10.0,9.8,144,"7,716",https://www.yes24.com/product/goods/148562901,
620,146492205,이게 되네? 챗GPT 미친 기획 X 마케팅 59제,"이나현, 황성민 저",골든래빗,2025년 06월,"23,400","26,000",10.0,10.0,6,"3,630",https://www.yes24.com/product/goods/146492205,
621,136883319,나는 해외구매대행으로 한 달에 월급을 두 번 받는다,제노 저,위키북스,2024년 11월,"21,600","24,000",10.0,10.0,5,"1,380",https://www.yes24.com/product/goods/136883319,
622,193689833,대치동 엄마들도 모르는 AI 활용법 2,"이종구, 이정화, 김찬곤, 한금화, 도윤서 저 외 4명 정보 더 보기/감추기 이종구 이정화 김찬곤 한금화 도윤서 오지성 조현주 배은영(밸라쌤) 박찬두",디지털콘텐츠그룹,2026년 07월,"24,300","27,000",10.0,,0,60,https://www.yes24.com/product/goods/193689833,
623,193689689,대치동 엄마들도 모르는 AI 활용법 1,"박찬두, 배은영(밸라쌤), 조현주, 오지성, 도윤서 저 외 4명 정보 더 보기/감추기 박찬두 배은영(밸라쌤) 조현주 오지성 도윤서 한금화 김찬곤 이정화 이종구",디지털콘텐츠그룹,2026년 07월,"19,800","22,000",10.0,,0,60,https://www.yes24.com/product/goods/193689689,
624,193592364,나는 AI 에이전트 팀과 일한다,박현아 저,제이펍,2026년 07월,"23,400","26,000",10.0,,0,60,https://www.yes24.com/product/goods/193592364,
625,193448341,AI와 라이프 아크 (큰글자책),노유진 저,커뮤니케이션북스,2026년 07월,"25,000","25,000",,,0,60,https://www.yes24.com/product/goods/193448341,
626,193448339,AI 창업 퍼실리테이터 (큰글자책),"이명관, 박상혁 저",커뮤니케이션북스,2026년 07월,"25,000","25,000",,,0,60,https://www.yes24.com/product/goods/193448339,
627,193072404,AI 리터러시 수업,배장섭 저,어가,2026년 07월,"20,000","20,000",,,0,120,https://www.yes24.com/product/goods/193072404,
628,193061798,AI 시대의 재난 현장 (큰글자책),이대호 저,커뮤니케이션북스,2026년 07월,"25,000","25,000",,,0,90,https://www.yes24.com/product/goods/193061798,
629,193051840,AI와 사회정서학습,최철웅 저,커뮤니케이션북스,2026년 07월,"12,000","12,000",,,0,60,https://www.yes24.com/product/goods/193051840,
630,193051838,인간지능 : AI의 협업과 소버린 AI,"이헌구, 이동일 저",커뮤니케이션북스,2026년 07월,"12,000","12,000",,,0,60,https://www.yes24.com/product/goods/193051838,
631,193050142,2026 챗GPT 업무 활용 마스터,강승우 저,삼일인포마인,2026년 07월,"20,000","20,000",,,0,60,https://www.yes24.com/product/goods/193050142,
632,192978021,AI 에이전트로 만드는 멀티미디어 전자책,황원판 저,BOOKK(부크크),2026년 06월,"34,000","34,000",,,0,102,https://www.yes24.com/product/goods/192978021,
633,192871544,"AI 시대, 방송콘텐츠 교육","박민서, 이승현 저",커뮤니케이션북스,2026년 07월,"12,000","12,000",,,0,60,https://www.yes24.com/product/goods/192871544,
634,192735146,우분투 리눅스,이종원 저,한빛아카데미,2026년 06월,"35,000","35,000",,,0,60,https://www.yes24.com/product/goods/192735146,
635,192630667,AI도 모르는 글쓰기: 초안을 완성으로 바꾸는 AI 협업 글쓰기,정나래 저,한빛미디어,2026년 06월,"19,800","22,000",10.0,9.9,30,942,https://www.yes24.com/product/goods/192630667,
636,192557879,유아 놀이와 AI 교육,최수연 저,커뮤니케이션북스,2026년 06월,"12,000","12,000",,,0,144,https://www.yes24.com/product/goods/192557879,
637,192498869,목회사역 AI 프롬프트 모음집,이희준 저,BOOKK(부크크),2026년 06월,"18,000","18,000",,,0,162,https://www.yes24.com/product/goods/192498869,
638,192491769,윈도우 포렌식 수사,이승무 저,(주)박영사,2026년 06월,"42,000","42,000",,,0,522,https://www.yes24.com/product/goods/192491769,
639,192470749,디지털 혁신을 이끄는 정보화전략계획 (ISP),이장영 저,좋은땅,2026년 06월,"58,500","65,000",10.0,,0,186,https://www.yes24.com/product/goods/192470749,
640,192300987,문구의 세계,"문구 제조사 노우토, 타카기 요시노리 저/고영자 역",영진닷컴,2026년 06월,"18,000","20,000",10.0,,0,459,https://www.yes24.com/product/goods/192300987,
641,192207269,챗GPT와 제미나이 그리고 AI 숏폼 동영상 제작과 활용법의 인공지능 입문 실무 업무 자동화 왕초보 입문 3종 패키지,액션미디어 편집부 저,액션미디어,2026년 06월,"49,800","49,800",,,0,186,https://www.yes24.com/product/goods/192207269,
642,192123866,공간 컴퓨팅: XR 인터랙션 디자인,박동윤 저,에이콘출판사,2026년 06월,"30,600","34,000",10.0,,0,396,https://www.yes24.com/product/goods/192123866,
643,192090565,중소기업의 AI 활용 실무,배용일 저,BOOKK(부크크),2026년 06월,"24,000","24,000",,10.0,1,102,https://www.yes24.com/product/goods/192090565,
644,192090475,비전공자를 위한 클라우드 컴퓨팅,백지석 저,BOOKK(부크크),2026년 06월,"21,000","21,000",,,0,102,https://www.yes24.com/product/goods/192090475,
645,192021270,디자이너를 위한 AI 디자인 크리에이티브 아트워크,정승용 저,제이펍,2026년 06월,"22,500","25,000",10.0,10.0,3,459,https://www.yes24.com/product/goods/192021270,
646,191937826,스마트폰 완벽 가이드 (2026최신판),최신만 저,디지털콘텐츠그룹,2026년 06월,"18,000","20,000",10.0,,0,312,https://www.yes24.com/product/goods/191937826,
647,191890613,지방의정 AI로 혁신하라,원성묵 저,새빛,2026년 06월,"18,000","20,000",10.0,,0,873,https://www.yes24.com/product/goods/191890613,
648,191852992,AX 에이전트 경영,황영오 저,미디어북,2026년 05월,"24,000","24,000",,,0,543,https://www.yes24.com/product/goods/191852992,
649,191547374,AI와 기독교 교육,이성아 저,커뮤니케이션북스,2026년 06월,"12,000","12,000",,,0,102,https://www.yes24.com/product/goods/191547374,
650,191543351,AI를 길들이는 법,장의웅 저,BOOKK(부크크),2026년 06월,"17,300","17,300",,,0,72,https://www.yes24.com/product/goods/191543351,
651,191534262,처음이지만 프로처럼 쓰는 n8n,곽지호(단테) 저,디지털북스,2026년 06월,"29,700","33,000",10.0,,0,240,https://www.yes24.com/product/goods/191534262,
652,191303626,스마트폰으로 배우는 챗GPT & 생성형 AI,안은진 저,아티오,2026년 06월,"13,500","15,000",10.0,,0,348,https://www.yes24.com/product/goods/191303626,
653,191021061,여보! 코딩은 바이브야!,김응 저,BOOKK(부크크),2026년 06월,"19,500","19,500",,,0,210,https://www.yes24.com/product/goods/191021061,
654,190877794,예제가 가득한 챗GPT with 클로드 길라잡이,이승우 저,정보문화사,2026년 06월,"15,120","16,800",10.0,9.9,16,402,https://www.yes24.com/product/goods/190877794,
655,190446025,얄팍한 AI 지식 쌓기,김도균 저,ADK FIRST,2026년 05월,"15,120","16,800",10.0,9.6,5,144,https://www.yes24.com/product/goods/190446025,
656,190365713,청소년을 위한 바로 써먹는 필수 AI 활용법,김환 저,알파에듀,2026년 06월,"15,120","16,800",10.0,10.0,16,"1,353",https://www.yes24.com/product/goods/190365713,
657,190278099,초보도 바로 되는 AI 콘텐츠,"이도혜, 김인호, 문정수, 바울, 육화영 저 외 7명 정보 더 보기/감추기 이도혜 김인호 문정수 바울 육화영 이성열 이수진 이진영 정지연 노수승 배경수 김진선",미디어북,2026년 05월,"20,000","20,000",,10.0,39,942,https://www.yes24.com/product/goods/190278099,
658,190274645,디지털 금융 보안과 데이터 거버넌스,"이기혁, 장항배 저",진한엠앤비,2026년 06월,"23,750","25,000",5.0,,0,72,https://www.yes24.com/product/goods/190274645,
659,190271690,실전 50개 프로젝트로 배우는 바이브 코딩,김선철 저/AI 저(AI생성),BOOKK(부크크),2026년 05월,"26,600","26,600",,,0,156,https://www.yes24.com/product/goods/190271690,
660,190271633,스마트한 시니어를 위한 엑셀과 파워포인트 흑백판,차혜원 저,BOOKK(부크크),2026년 05월,"20,000","20,000",,,0,330,https://www.yes24.com/product/goods/190271633,
661,190210830,AI와 과학관,"손성근, 김민환, 김상우 저",커뮤니케이션북스,2026년 05월,"12,000","12,000",,10.0,2,"1,521",https://www.yes24.com/product/goods/190210830,
662,189850864,크리에이터 김연지의 돈 되는 AI 콘텐츠 설계,김연지 저,한빛비즈,2026년 05월,"18,000","20,000",10.0,10.0,37,"1,362",https://www.yes24.com/product/goods/189850864,
663,189821967,AI를 이기는 개발자 커리어 관리 가이드,강승현 저,제이펍,2026년 06월,"21,600","24,000",10.0,10.0,4,372,https://www.yes24.com/product/goods/189821967,
664,189522258,AI로 나만의 3D 애니메이션 만들기,김희령 저,로드북,2026년 05월,"24,300","27,000",10.0,,0,456,https://www.yes24.com/product/goods/189522258,
665,189439422,비전공자를 위한 네트워크 기초,백지석 저,BOOKK(부크크),2026년 05월,"20,000","20,000",,,0,72,https://www.yes24.com/product/goods/189439422,
666,189438793,하나면 다 된다 제미나이,앤미디어 저,성안당,2026년 05월,"20,700","23,000",10.0,9.6,28,618,https://www.yes24.com/product/goods/189438793,
667,189238126,데이터 분석 오답 노트,"주정민, 허현 저",영진닷컴,2026년 05월,"22,500","25,000",10.0,9.9,24,258,https://www.yes24.com/product/goods/189238126,
668,189212974,나는 왜 개발자 말이 어려울까?,이프로 저,경이로움,2026년 05월,"19,800","22,000",10.0,10.0,2,498,https://www.yes24.com/product/goods/189212974,
669,189045142,매출을 만드는 데이터 분석 with 챗GPT,조선미 저,길벗,2026년 05월,"28,800","32,000",10.0,9.3,3,324,https://www.yes24.com/product/goods/189045142,
670,189007418,"AI, 글쓰기, 저작권",정지우 저,마름모,2026년 05월,"10,800","12,000",10.0,8.0,2,681,https://www.yes24.com/product/goods/189007418,
671,188906223,코어 스테이블코인,"박재현, 박지수 저",한빛미디어,2026년 05월,"21,600","24,000",10.0,10.0,6,780,https://www.yes24.com/product/goods/188906223,
672,188880177,LangGraph로 만드는 AI 에이전트 서비스,"전상우, 정영훈, 서평원, 이정훈, 이민혁 저",성안당,2026년 05월,"26,100","29,000",10.0,9.8,9,678,https://www.yes24.com/product/goods/188880177,
673,188831261,AI디톡스,정강재 저,BOOKK(부크크),2026년 04월,"21,600","21,600",,,0,144,https://www.yes24.com/product/goods/188831261,
674,188601208,내 손안에 일상이 되는 ChatGPT&Gemini,"김아진, 윤이음 저",예문랩,2026년 05월,"13,500","15,000",10.0,,0,210,https://www.yes24.com/product/goods/188601208,
675,188270269,그림으로 배우는 리눅스,카와노 고토부키 저/김성훈 역,영진닷컴,2026년 05월,"18,000","20,000",10.0,,0,270,https://www.yes24.com/product/goods/188270269,
676,188253761,클린 아키텍처 with 파이썬,샘 킨 저/송영숙 역,한빛미디어,2026년 04월,"29,700","33,000",10.0,9.8,8,240,https://www.yes24.com/product/goods/188253761,
677,187927604,AI와 청소년 윤리 교육,고정아 저,커뮤니케이션북스,2026년 04월,"12,000","12,000",,,0,162,https://www.yes24.com/product/goods/187927604,
678,187593533,Access(액세스) VBA 길잡이,김중광 저,다솜출판사,2024년 04월,"26,100","29,000",10.0,,0,84,https://www.yes24.com/product/goods/187593533,
679,187309716,STATA를 활용한 정책평가,"우석진, 김도형 저",지필출판사(지필미디어),2026년 04월,"34,000","34,000",,,0,222,https://www.yes24.com/product/goods/187309716,
680,187307360,다시 찾는 디지털 서비스를 만드는 8가지 법칙,권혜민 저,제이펍,2026년 04월,"18,000","20,000",10.0,9.9,19,324,https://www.yes24.com/product/goods/187307360,
681,187050404,피지컬 AI와 에이전틱 AI가 바꾸는 미래,"권오형, 최재용, 김보성, 김은희, 김재연 저 외 6명 정보 더 보기/감추기 권오형 최재용 김보성 김은희 김재연 나병인 유채린 임기정 차승희 최소은 김진선",미디어북,2026년 04월,"20,000","20,000",,10.0,19,"1,002",https://www.yes24.com/product/goods/187050404,
682,186936120,바이브 코딩 항해일지,동준상 저,에이콘출판사,2026년 04월,"25,200","28,000",10.0,10.0,2,342,https://www.yes24.com/product/goods/186936120,
683,186686870,7일 단기 완성 해킹 입문,"노미조 노미조, 심중은 저",제이펍,2026년 04월,"25,200","28,000",10.0,10.0,1,561,https://www.yes24.com/product/goods/186686870,
684,186675967,제미나이(Gemini) 재미나게 활용하기,"강신진, 서완석, 오정택 저",BOOKK(부크크),2026년 04월,"18,300","18,300",,,0,492,https://www.yes24.com/product/goods/186675967,
685,186141317,"AI시대, 스토리텔링의 재탄생",김태원 저,파람북,2026년 04월,"17,100","19,000",10.0,10.0,3,960,https://www.yes24.com/product/goods/186141317,
686,185767661,코지마 히데오의 게임론,브라이언 히카리 하츠하임 저/문성호 역,AK(에이케이 커뮤니케이션즈),2026년 04월,"20,710","21,800",5.0,9.8,9,300,https://www.yes24.com/product/goods/185767661,
687,185721925,"그냥 따라하다 배우는, 나노바나나 100선",이재용 저,비엘북스,2026년 04월,"19,800","22,000",10.0,,0,948,https://www.yes24.com/product/goods/185721925,
688,185639310,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 미리캔버스,"김태훈, 손민지, 유수근 저",한빛미디어,2026년 04월,"20,700","23,000",10.0,10.0,69,678,https://www.yes24.com/product/goods/185639310,
689,185523191,프롬프트 지옥에서 탈출하는 Claude Code 개발 자동화 시스템,"박현일, 조용현 저",BOOKK(부크크),2026년 03월,"37,000","37,000",,2.0,1,198,https://www.yes24.com/product/goods/185523191,
690,185472118,콘텐츠 디자인 with 나노 바나나,홍순성 저,한빛미디어,2026년 04월,"25,200","28,000",10.0,9.8,13,630,https://www.yes24.com/product/goods/185472118,
691,184642019,입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀,강인성 저,앤써북,2026년 04월,"15,120","16,800",10.0,10.0,15,660,https://www.yes24.com/product/goods/184642019,
692,184510723,Play! SOLIDWORKS 솔리드웍스 2026 Master,원동현 저,청담북스,2026년 03월,"33,250","35,000",5.0,,0,150,https://www.yes24.com/product/goods/184510723,
693,184510719,투닝,김은지 등저,문화출판더하다,2026년 03월,"19,800","22,000",10.0,,0,84,https://www.yes24.com/product/goods/184510719,
694,184402617,예제가 가득한 제미나이 길라잡이,이승우 저,정보문화사,2026년 04월,"15,120","16,800",10.0,9.9,25,936,https://www.yes24.com/product/goods/184402617,
695,184272211,랭체인으로 구현하는 AI 서비스 & 에이전트 개발 입문,ML_Bear 저/손민규 역/장하렴 감수,영진닷컴,2026년 04월,"25,200","28,000",10.0,10.0,18,450,https://www.yes24.com/product/goods/184272211,
696,183794163,스프링 부트 4 개발자 되기 + AI : 자바 편,신선영 저,골든래빗,2026년 04월,"30,600","34,000",10.0,8.0,2,738,https://www.yes24.com/product/goods/183794163,
697,183754093,모두를 위한 진짜 쎈 바이브 코딩 with 인스타그램 클론 코딩,"전병우 저/박윤철, 노마드코알라 감수",리코멘드,2026년 04월,"25,200","28,000",10.0,9.8,26,918,https://www.yes24.com/product/goods/183754093,
698,183753179,누구나 쉽게 배우는 영상 편집 with 캡컷 PC 버전,김수진 저,아티오,2026년 04월,"12,600","14,000",10.0,,0,522,https://www.yes24.com/product/goods/183753179,
699,183747150,맛있는 디자인 프리미어 프로 CC 2026,"심수진, 윤성우 저",한빛미디어,2026년 04월,"24,300","27,000",10.0,9.8,36,972,https://www.yes24.com/product/goods/183747150,
700,183706883,네이버 블로그 첫걸음,전진수 저,혜지원,2026년 03월,"15,300","17,000",10.0,9.8,9,876,https://www.yes24.com/product/goods/183706883,
701,183072607,30가지 예제로 따라 하며 배우는 ComfyUI 클라우드,"여승호, 신무경 저",제이펍,2026년 03월,"19,800","22,000",10.0,10.0,9,"1,104",https://www.yes24.com/product/goods/183072607,
702,182958115,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기","이재윤, 정해준 저",이지스퍼블리싱,2026년 03월,"18,900","21,000",10.0,9.5,15,"3,756",https://www.yes24.com/product/goods/182958115,
703,182929521,인과 데이터 사이언스,이석민 저,법문사,2026년 02월,"30,000","30,000",,,0,300,https://www.yes24.com/product/goods/182929521,
704,182892802,AI 시대의 IT 로컬라이제이션,"정성희, 오오코시 히토미 저",커뮤니케이션북스,2026년 03월,"12,000","12,000",,,0,174,https://www.yes24.com/product/goods/182892802,
705,182813489,30일 완성 제미나이 업무 혁명,AI싱크클럽(이재만) 저,루비페이퍼,2026년 04월,"23,400","26,000",10.0,9.9,45,"1,068",https://www.yes24.com/product/goods/182813489,
706,182476796,생성형 AI 시대 수학 교육,"유주연, 정민주 저",커뮤니케이션북스,2026년 03월,"12,000","12,000",,,0,222,https://www.yes24.com/product/goods/182476796,
707,182457817,GPT-5와 ChatGPT로 시작하는 멀티모달 AI 프로그래밍 실전 입문,후루카와 히데카즈 저/최용 역,위키북스,2026년 03월,"28,800","32,000",10.0,,0,210,https://www.yes24.com/product/goods/182457817,
708,182413407,A2A × MCP 멀티에이전트 오케스트레이션 실전,서지영 저,길벗,2026년 03월,"29,700","33,000",10.0,9.6,16,"1,044",https://www.yes24.com/product/goods/182413407,
709,181819691,상업용 AI 음악제작,최이진 저,노하우(도서출판),2026년 03월,"29,700","33,000",10.0,,0,378,https://www.yes24.com/product/goods/181819691,
710,181126230,피지컬 AI 컴퓨팅 모빌리티 기초동작 편,"김석진, 박경민, 신승호, 김학진 저",골든벨,2026년 03월,"28,500","30,000",5.0,,0,198,https://www.yes24.com/product/goods/181126230,
711,181114947,가상 면접 사례로 배우는 생성형 AI 서비스 설계,"알리 아미니안, 하오 성 저/김지호, 조윤민 역",인사이트(insight),2026년 03월,"30,600","34,000",10.0,,0,"1,002",https://www.yes24.com/product/goods/181114947,
712,181001457,아두이노제어 with generative AI,장인갑 저,내하출판사,2026년 03월,"20,000","20,000",,,0,90,https://www.yes24.com/product/goods/181001457,
713,180485366,안티그래비티 바이브 코딩 입문,박규하 저,로드북,2026년 03월,"22,500","25,000",10.0,10.0,11,"1,950",https://www.yes24.com/product/goods/180485366,
714,180386716,AI 워커스: 리디자인,김아람 저,스마트북스,2026년 03월,"22,500","25,000",10.0,10.0,5,"1,242",https://www.yes24.com/product/goods/180386716,
